onoff		00:00:00.000	0.0	00:00:05.020	5.02	00:00:05.020	5.02	on
onoff		00:00:05.020	5.02	00:00:06.853	6.853	00:00:01.833	1.833	off
onoff		00:00:06.853	6.853	00:00:08.886	8.886	00:00:02.033	2.033	on
onoff		00:00:08.886	8.886	00:00:30.459	30.459	00:00:21.573	21.573	on
onoff		00:00:30.459	30.459	00:00:32.531	32.531	00:00:02.072	2.072	off
onoff		00:00:32.531	32.531	00:00:41.535	41.535	00:00:09.004	9.004	on
onoff		00:00:41.535	41.535	00:00:42.253	42.253	00:00:00.718	0.718	off
onoff		00:00:42.253	42.253	00:01:30.614	90.614	00:00:48.361	48.361	on
onoff		00:01:30.614	90.614	00:01:41.703	101.703	00:00:11.089	11.089	off
onoff		00:01:41.703	101.703	00:01:42.378	102.378	00:00:00.675	0.675	on
onoff		00:01:42.378	102.378	00:02:50.275	170.275	00:01:07.897	67.897	off
onoff		00:02:50.275	170.275	00:02:51.176	171.176	00:00:00.901	0.901	on
onoff		00:02:51.176	171.176	00:04:32.465	272.465	00:01:41.289	101.289	off
onoff		00:04:32.465	272.465	00:05:12.735	312.735	00:00:40.270	40.27	on
onoff		00:05:12.735	312.735	00:05:18.450	318.45	00:00:05.715	5.715	off
onoff		00:05:18.450	318.45	00:05:22.612	322.612	00:00:04.162	4.162	on
onoff		00:05:22.612	322.612	00:05:27.201	327.201	00:00:04.589	4.589	off
onoff		00:05:27.201	327.201	00:05:30.666	330.666	00:00:03.465	3.465	on
onoff		00:05:30.666	330.666	00:05:50.933	350.933	00:00:20.267	20.267	off
onoff		00:05:50.933	350.933	00:06:01.329	361.329	00:00:10.396	10.396	on
onoff		00:06:01.329	361.329	00:06:04.001	364.001	00:00:02.672	2.672	off
onoff		00:06:04.001	364.001	00:06:07.235	367.235	00:00:03.234	3.234	on
onoff		00:06:07.235	367.235	00:06:09.838	369.838	00:00:02.603	2.603	off
onoff		00:06:09.838	369.838	00:06:55.259	415.259	00:00:45.421	45.421	on
onoff		00:06:55.259	415.259	00:06:56.038	416.038	00:00:00.779	0.779	off
onoff		00:06:56.038	416.038	00:07:43.668	463.668	00:00:47.630	47.63	on
onoff		00:07:43.668	463.668	00:07:44.243	464.243	00:00:00.575	0.575	off
onoff		00:07:44.243	464.243	00:08:20.015	500.015	00:00:35.772	35.772	on
onoff		00:08:20.015	500.015	00:08:24.516	504.516	00:00:04.501	4.501	off
onoff		00:08:24.516	504.516	00:08:24.945	504.945	00:00:00.429	0.429	on
onoff		00:08:24.945	504.945	00:08:26.410	506.41	00:00:01.465	1.465	off
onoff		00:08:26.410	506.41	00:08:50.645	530.645	00:00:24.235	24.235	on
onoff		00:08:50.645	530.645	00:08:51.317	531.317	00:00:00.672	0.672	off
onoff		00:08:51.317	531.317	00:08:56.331	536.331	00:00:05.014	5.014	on
onoff		00:08:56.331	536.331	00:08:58.204	538.204	00:00:01.873	1.873	off
onoff		00:08:58.204	538.204	00:09:39.807	579.807	00:00:41.603	41.603	on
onoff		00:09:39.807	579.807	00:09:43.315	583.315	00:00:03.508	3.508	off
onoff		00:09:43.315	583.315	00:09:44.893	584.893	00:00:01.578	1.578	on
onoff		00:09:44.893	584.893	00:09:58.824	598.824	00:00:13.931	13.931	off
onoff		00:09:58.824	598.824	00:10:38.928	638.928	00:00:40.104	40.104	on
onoff		00:10:38.928	638.928	00:10:43.446	643.446	00:00:04.518	4.518	off
onoff		00:10:43.446	643.446	00:11:44.517	704.517	00:01:01.071	61.071	on
onoff		00:11:44.517	704.517	00:11:49.611	709.611	00:00:05.094	5.094	off
onoff		00:11:49.611	709.611	00:12:42.064	762.064	00:00:52.453	52.453	on
onoff		00:12:42.064	762.064	00:12:48.018	768.018	00:00:05.954	5.954	off
onoff		00:12:48.018	768.018	00:13:35.011	815.011	00:00:46.993	46.993	on
onoff		00:13:35.011	815.011	00:13:36.409	816.409	00:00:01.398	1.398	off
onoff		00:13:36.409	816.409	00:13:56.450	836.45	00:00:20.041	20.041	on
onoff		00:13:56.450	836.45	00:13:57.939	837.939	00:00:01.489	1.489	off
onoff		00:13:57.939	837.939	00:14:42.844	882.844	00:00:44.905	44.905	on
onoff		00:14:42.844	882.844	00:14:52.901	892.901	00:00:10.057	10.057	off
onoff		00:14:52.901	892.901	00:15:22.542	922.542	00:00:29.641	29.641	on
onoff		00:15:22.542	922.542	00:15:26.221	926.221	00:00:03.679	3.679	off
onoff		00:15:26.221	926.221	00:16:01.561	961.561	00:00:35.340	35.34	on
onoff		00:16:01.561	961.561	00:16:03.201	963.201	00:00:01.640	1.64	on
onoff		00:16:03.201	963.201	00:16:05.071	965.071	00:00:01.870	1.87	off
onoff		00:16:05.071	965.071	00:16:20.926	980.926	00:00:15.855	15.855	on
onoff		00:16:20.926	980.926	00:16:22.038	982.038	00:00:01.112	1.112	off
onoff		00:16:22.038	982.038	00:17:30.382	1050.382	00:01:08.344	68.344	on
onoff		00:17:30.382	1050.382	00:17:57.069	1077.069	00:00:26.687	26.687	off
onoff		00:17:57.069	1077.069	00:18:10.385	1090.385	00:00:13.316	13.316	on
onoff		00:18:10.385	1090.385	00:18:19.467	1099.467	00:00:09.082	9.082	off
onoff		00:18:19.467	1099.467	00:18:21.936	1101.936	00:00:02.469	2.469	on
onoff		00:18:21.936	1101.936	00:18:24.831	1104.831	00:00:02.895	2.895	off
onoff		00:18:24.831	1104.831	00:18:36.093	1116.093	00:00:11.262	11.262	on
onoff		00:18:36.093	1116.093	00:18:37.252	1117.252	00:00:01.159	1.159	off
onoff		00:18:37.252	1117.252	00:18:38.392	1118.392	00:00:01.140	1.14	on
onoff		00:18:38.392	1118.392	00:18:39.382	1119.382	00:00:00.990	0.99	off
onoff		00:18:39.382	1119.382	00:19:21.447	1161.447	00:00:42.065	42.065	on
