onoff		00:00:00.000	0.0	00:00:21.643	21.643	00:00:21.643	21.643	off
onoff		00:00:21.643	21.643	00:00:30.899	30.899	00:00:09.256	9.256	on
onoff		00:00:30.899	30.899	00:01:54.178	114.178	00:01:23.279	83.279	off
onoff		00:01:54.178	114.178	00:02:40.262	160.262	00:00:46.084	46.084	on
onoff		00:02:40.262	160.262	00:02:41.260	161.26	00:00:00.998	0.998	off
onoff		00:02:41.260	161.26	00:02:55.615	175.615	00:00:14.355	14.355	on
onoff		00:02:55.615	175.615	00:02:56.177	176.177	00:00:00.562	0.562	off
onoff		00:02:56.177	176.177	00:03:22.737	202.737	00:00:26.560	26.56	on
onoff		00:03:22.737	202.737	00:03:28.104	208.104	00:00:05.367	5.367	off
onoff		00:03:28.104	208.104	00:03:30.325	210.325	00:00:02.221	2.221	on
onoff		00:03:30.325	210.325	00:03:33.132	213.132	00:00:02.807	2.807	off
onoff		00:03:33.132	213.132	00:03:38.586	218.586	00:00:05.454	5.454	on
onoff		00:03:38.586	218.586	00:03:42.819	222.819	00:00:04.233	4.233	off
onoff		00:03:42.819	222.819	00:03:45.150	225.15	00:00:02.331	2.331	on
onoff		00:03:45.150	225.15	00:04:34.743	274.743	00:00:49.593	49.593	off
onoff		00:04:34.743	274.743	00:04:36.231	276.231	00:00:01.488	1.488	on
onoff		00:04:36.231	276.231	00:04:45.918	285.918	00:00:09.687	9.687	off
onoff		00:04:45.918	285.918	00:04:47.091	287.091	00:00:01.173	1.173	on
onoff		00:04:47.091	287.091	00:05:07.646	307.646	00:00:20.555	20.555	off
onoff		00:05:07.646	307.646	00:05:15.367	315.367	00:00:07.721	7.721	on
onoff		00:05:15.367	315.367	00:05:27.418	327.418	00:00:12.051	12.051	off
onoff		00:05:27.418	327.418	00:05:33.218	333.218	00:00:05.800	5.8	on
onoff		00:05:33.218	333.218	00:05:37.873	337.873	00:00:04.655	4.655	off
onoff		00:05:37.873	337.873	00:05:45.110	345.11	00:00:07.237	7.237	on
onoff		00:05:45.110	345.11	00:05:46.741	346.741	00:00:01.631	1.631	off
onoff		00:05:46.741	346.741	00:05:57.675	357.675	00:00:10.934	10.934	on
onoff		00:05:57.675	357.675	00:06:00.732	360.732	00:00:03.057	3.057	off
onoff		00:06:00.732	360.732	00:06:11.168	371.168	00:00:10.436	10.436	on
onoff		00:06:11.168	371.168	00:06:11.727	371.727	00:00:00.559	0.559	off
onoff		00:06:11.727	371.727	00:06:17.778	377.778	00:00:06.051	6.051	on
onoff		00:06:17.778	377.778	00:06:21.238	381.238	00:00:03.460	3.46	off
onoff		00:06:21.238	381.238	00:06:36.162	396.162	00:00:14.924	14.924	on
onoff		00:06:36.162	396.162	00:06:40.916	400.916	00:00:04.754	4.754	off
onoff		00:06:40.916	400.916	00:06:42.754	402.754	00:00:01.838	1.838	on
onoff		00:06:42.754	402.754	00:06:44.389	404.389	00:00:01.635	1.635	off
onoff		00:06:44.389	404.389	00:06:47.128	407.128	00:00:02.739	2.739	on
onoff		00:06:47.128	407.128	00:06:56.728	416.728	00:00:09.600	9.6	off
onoff		00:06:56.728	416.728	00:06:57.527	417.527	00:00:00.799	0.799	on
onoff		00:06:57.527	417.527	00:07:13.979	433.979	00:00:16.452	16.452	off
onoff		00:07:13.979	433.979	00:07:17.513	437.513	00:00:03.534	3.534	on
onoff		00:07:17.513	437.513	00:07:41.539	461.539	00:00:24.026	24.026	off
onoff		00:07:41.539	461.539	00:07:44.270	464.27	00:00:02.731	2.731	on
onoff		00:07:44.270	464.27	00:07:47.642	467.642	00:00:03.372	3.372	off
onoff		00:07:47.642	467.642	00:07:48.212	468.212	00:00:00.570	0.57	on
onoff		00:07:48.212	468.212	00:07:52.760	472.76	00:00:04.548	4.548	off
onoff		00:07:52.760	472.76	00:07:57.370	477.37	00:00:04.610	4.61	on
onoff		00:07:57.370	477.37	00:08:37.083	517.083	00:00:39.713	39.713	on
onoff		00:08:37.083	517.083	00:08:37.883	517.883	00:00:00.800	0.8	off
onoff		00:08:37.883	517.883	00:08:40.596	520.596	00:00:02.713	2.713	on
onoff		00:08:40.596	520.596	00:08:58.318	538.318	00:00:17.722	17.722	off
onoff		00:08:58.318	538.318	00:09:02.581	542.581	00:00:04.263	4.263	on
onoff		00:09:02.581	542.581	00:09:26.239	566.239	00:00:23.658	23.658	off
onoff		00:09:26.239	566.239	00:09:30.191	570.191	00:00:03.952	3.952	on
onoff		00:09:30.191	570.191	00:09:33.027	573.027	00:00:02.836	2.836	off
onoff		00:09:33.027	573.027	00:09:42.953	582.953	00:00:09.926	9.926	on
onoff		00:09:42.953	582.953	00:09:43.826	583.826	00:00:00.873	0.873	off
onoff		00:09:43.826	583.826	00:10:20.726	620.726	00:00:36.900	36.9	on
onoff		00:10:20.726	620.726	00:10:21.550	621.55	00:00:00.824	0.824	off
onoff		00:10:21.550	621.55	00:10:44.742	644.742	00:00:23.192	23.192	on
onoff		00:10:44.742	644.742	00:10:47.190	647.19	00:00:02.448	2.448	off
onoff		00:10:47.190	647.19	00:10:49.763	649.763	00:00:02.573	2.573	on
onoff		00:10:49.763	649.763	00:10:54.936	654.936	00:00:05.173	5.173	off
onoff		00:10:54.936	654.936	00:10:57.780	657.78	00:00:02.844	2.844	on
onoff		00:10:57.780	657.78	00:11:01.002	661.002	00:00:03.222	3.222	off
onoff		00:11:01.002	661.002	00:11:09.816	669.816	00:00:08.814	8.814	off
onoff		00:11:09.816	669.816	00:11:20.360	680.36	00:00:10.544	10.544	on
onoff		00:11:20.360	680.36	00:11:21.500	681.5	00:00:01.140	1.14	off
onoff		00:11:21.500	681.5	00:11:38.668	698.668	00:00:17.168	17.168	on
onoff		00:11:38.668	698.668	00:11:39.973	699.973	00:00:01.305	1.305	off
onoff		00:11:39.973	699.973	00:11:56.242	716.242	00:00:16.269	16.269	on
onoff		00:11:56.242	716.242	00:11:57.091	717.091	00:00:00.849	0.849	off
onoff		00:11:57.091	717.091	00:12:18.397	738.397	00:00:21.306	21.306	on
onoff		00:12:18.397	738.397	00:12:20.408	740.408	00:00:02.011	2.011	off
onoff		00:12:20.408	740.408	00:12:34.054	754.054	00:00:13.646	13.646	on
onoff		00:12:34.054	754.054	00:12:35.084	755.084	00:00:01.030	1.03	off
onoff		00:12:35.084	755.084	00:13:55.877	835.877	00:01:20.793	80.793	on
onoff		00:13:55.877	835.877	00:13:56.492	836.492	00:00:00.615	0.615	off
onoff		00:13:56.492	836.492	00:14:07.130	847.13	00:00:10.638	10.638	on
onoff		00:14:07.130	847.13	00:14:07.786	847.786	00:00:00.656	0.656	on
onoff		00:14:07.786	847.786	00:14:22.768	862.768	00:00:14.982	14.982	on
onoff		00:14:22.768	862.768	00:14:23.716	863.716	00:00:00.948	0.948	off
onoff		00:14:23.716	863.716	00:14:35.549	875.549	00:00:11.833	11.833	on
onoff		00:14:35.549	875.549	00:14:36.548	876.548	00:00:00.999	0.999	off
onoff		00:14:36.548	876.548	00:14:52.826	892.826	00:00:16.278	16.278	on
onoff		00:14:52.826	892.826	00:14:53.831	893.831	00:00:01.005	1.005	off
onoff		00:14:53.831	893.831	00:15:58.609	958.609	00:01:04.778	64.778	on
onoff		00:15:58.609	958.609	00:16:02.212	962.212	00:00:03.603	3.603	off
onoff		00:16:02.212	962.212	00:16:25.110	985.11	00:00:22.898	22.898	on
onoff		00:16:25.110	985.11	00:16:27.402	987.402	00:00:02.292	2.292	off
onoff		00:16:27.402	987.402	00:16:51.537	1011.537	00:00:24.135	24.135	on
onoff		00:16:51.537	1011.537	00:16:53.335	1013.335	00:00:01.798	1.798	off
onoff		00:16:53.335	1013.335	00:17:30.558	1050.558	00:00:37.223	37.223	on
